area,perimetro,eixo_maior,eixo_menor,excentricidade,eqdiasq,solidez,area_convexa,extensao,proporcao,redondidade,compactidade,fator_forma_1,fator_forma_2,fator_forma_3,fator_forma_4,RR_media,RG_media,RB_media,RR_dev,RG_dev,RB_dev,RR_inclinacao,RG_inclinacao,RB_inclinacao,RR_curtose,RG_curtose,RB_curtose,RR_entropia,RG_entropia,RB_entropia,RR_all,RG_all,RB_all,classe
220042,17.584.399,6.535.543,4.302.653,7.527,5.293.073,9.922,221766,767,1.519,8.943,8.099,3,2,6.559,9.963,1.291.375,1.255.194,1.190.468,294.039,211.924,26.297,-10.543,-7.649,-3.733,3.7449,3.6253,2.5995,-38055931904,-34747215872,-31708426240,645.695,627.641,595.285,DEGLET
202546,1.698.973,6.053.612,428.199,7.069,5.078.283,988,205007,6.898,1.4137,8.818,8.389,3,21,7.037,9.949,1.126.353,951.643,93.847,311.764,270.574,253.386,-3.628,3.842,-1.132,2.2787,2.7222,2.7094,-26709477376,-18514417664,-17767768064,56.317,475.831,469.244,DEGLET
189983,16.728.831,6.410.609,3.784.418,8.072,4.918.271,9.919,191529,7.524,1.6939,8.531,7.672,34,2,5.886,9.971,1.338.062,1.268.386,1.110.693,313.327,289.654,278.648,-8.143,-5.917,-3.961,3.111,2.75,2.5333,-35665297408,-31607638016,-23896166400,66.902,634.198,555.341,DEGLET
187606,1.630.703,5.994.528,3.992.988,7.459,4.887.406,9.913,189262,6.979,1.5013,8.866,8.153,32,21,6.647,9.979,1.124.404,1.009.974,112.44,314.118,266.407,311.598,-3.257,-829,-2.638,2.4122,2.4856,2.1635,-24687417344,-19286505472,-24654178304,562.279,505.055,562.269,DEGLET
214952,1.758.241,6.556.318,4.198.517,7.681,5.231.495,9.903,217060,8.041,1.5616,8.738,7.979,31,2,6.367,9.943,1.369.214,1.382.307,1.244.116,379.868,332.549,317.116,-4.417,-3.108,-2.879,2.1218,2.1618,2.3888,-43595182080,-43527663616,-34814005248,684.545,691.141,622.033,DEGLET
203607,1703.28,614.098,4.238.694,7.236,5.091.566,992,205240,7.666,1.4488,8.819,8.291,3,21,6.874,9.959,1.237.402,111.596,1.140.725,366.096,306.306,298.316,-5.258,-3.268,-1.827,2.4805,2.5221,2.6514,-33449324544,-26266845184,-27348322304,618.709,55.799,570.409,DEGLET
220056,1.726.933,6.188.439,4.551.255,6.776,5.293.241,9.936,221476,8.214,1.3597,9.272,8.553,28,21,7.316,9.948,1.349.029,1.233.864,1.158.456,330.874,23.857,204.342,-6.318,-3.312,-403,2.8585,3.1644,3.0947,-42335436800,-33838184448,-29215776768,674.496,616.934,579.216,DEGLET
243520,1.906.798,7.198.704,431.61,8.003,5.568.297,9.871,246708,6.947,1.6679,8.417,7.735,3,18,5.983,9.979,1.162.535,1.051.918,975.916,322.907,300.538,257.994,-4.675,-894,-286,2.3174,2.5546,2.8688,-34449842176,-27787366400,-23213481984,581.284,525.984,488.001,DEGLET
176050,15.738.521,5.904.749,3.809.525,764,4.734.489,9.916,177533,7.994,1.55,8.931,8.018,34,22,6.429,9.965,1.090.591,1.024.448,1.097.011,322.309,240.147,258.234,-3.976,683,-1.785,2.5066,2.6685,2.5863,-21891194880,-18349871104,-21354602496,545.326,512.258,548.554,DEGLET
161602,1.700.896,6.718.093,4.046.781,7.982,4.536.056,8.374,192973,652,1.6601,7.019,6.752,42,25,4.559,7.568,1.489.074,1.471.729,1.374.059,370.944,318.117,274.108,-10.276,-6.671,-6.725,3.3008,2.4911,2.6335,-38700425216,-37047771136,-31587252224,744.565,735.871,687.043,DEGLET
196414,1.653.057,6.056.224,414.072,7.298,5.000.821,9.885,198709,7.584,1.4626,9.032,8.257,31,21,6.818,9.973,961.517,805.026,773.272,232.293,179.201,189.441,-6.894,184,-1.586,03.02,4.2556,4.035,-17852364800,-11914446848,-11033033728,480.712,402.503,386.633,DEGLET
222950,1.752.439,6.026.717,4.741.278,6.173,5.327.933,9.903,225128,7.141,1.2711,9.123,8.841,27,21,7.815,9.934,1.167.086,1.117.888,1.090.914,378.476,375.218,318.324,-5.932,-2.343,-3.108,2.2501,1.7806,1.8608,-32849096704,-30156169216,-27677263872,583.572,558.957,545.478,DEGLET
250947,19.052.841,732.446,4.390.812,8.004,5.652.571,9.908,253287,7.651,1.6681,8.687,7.717,29,17,5.956,9.935,1.017.774,90.236,912.608,347.262,320.575,275.444,493,5.427,3.955,2.0402,2.2685,2.3673,-27729352704,-21518141440,-21166172160,508.887,45.116,456.296,DEGLET
239427,1.875.272,7.080.372,431.308,793,5.521.304,9.881,242306,7.436,1.6416,8.556,7.798,3,18,6.081,9.983,958.518,842.159,844.119,242.664,227.581,204.598,-4.066,3.927,-1.435,3.1437,3.4499,3.8469,-21768355840,-16532210688,-16318384128,479.233,421.094,422.071,DEGLET
190954,16.289.189,6.101.746,3.990.778,7.565,4.930.823,9.937,192158,7.839,1.529,9.044,8.081,32,21,653,9.985,948.858,833.342,952.195,281.813,239.458,259.088,-2.422,-3,-0.09,2.3034,2.9355,2.8682,-17476749312,-13023215616,-17322221568,474.441,416.659,476.082,DEGLET
216487,1.746.856,6.599.696,4.201.559,7.712,5.250.141,9.923,218176,8.107,1.5708,8.915,7.955,3,19,6.328,994,931.104,82.21,795.077,355.813,318.677,223.666,-367,39,-1.779,2.0551,1.8222,2.8939,-20281972736,-15492541440,-13242126336,46.556,411.092,397.562,DEGLET
280320,2.029.684,7.515.424,4.767.822,773,5.974.232,9.836,285002,7.985,1.5763,8.551,7.949,27,17,6.319,9.961,1.023.456,909.526,876.096,272.401,206.244,205.112,-4.186,2.085,126,2.7258,3.4636,3.516,-29705947136,-22351886336,-20652969984,511.742,454.762,438.069,DEGLET
191163,1.695.764,6.410.919,380.346,805,4.933.521,9.865,193780,7.496,1.6855,8.354,7.695,34,2,5.922,9.982,1.259.962,1.171.444,1.114.114,35.726,351.489,289.769,-7.478,-4.542,-4.212,2.5885,2.0577,2.1601,-32400574464,-27919822848,-24345606144,629.985,585.725,557.066,DEGLET
197424,1.691.033,6.232.335,4.051.581,7.599,5.013.662,9.896,199490,7.661,1.5382,8.676,8.045,32,21,6.472,9.955,1.163.645,1.147.443,958.221,310.909,298.537,259.092,-6.566,-4.045,-2.286,2.5416,2.2942,2.5258,-27790407680,-26835095552,-18138062848,581.833,573.746,47.912,DEGLET
192454,1.657.265,6.229.678,3.947.744,7.736,4.950.152,9.902,194360,8.084,1.578,8.805,7.946,32,21,6.314,9.964,789.069,705.369,811.749,190.748,179.944,221.252,555,1.3019,6.911,4.5543,9.5935,4.3352,-11288364032,-8877689856,-12270061568,394.568,352.681,405.899,DEGLET
212900,1.740.348,6.519.711,4.176.589,7.679,5.206.464,9.901,215025,7.897,1.561,8.833,7.986,31,2,6.377,9.955,1.130.472,1.137.573,1.024.692,361.651,322.747,274.214,-324,-2.013,-2.505,2.037,2.2001,2.3903,-29163413504,-28835395584,-22648289280,565.309,568.858,512.421,DEGLET
177803,15.736.281,6.053.248,3.756.269,7.842,4.758.002,9.948,178732,8.304,1.6115,9.023,786,34,21,6.178,9.956,1.056.829,96.849,96.111,282.505,226.159,255.095,-4.053,-89,-1.977,2.7678,2.7131,2.3884,-20242288640,-16355894272,-16392951808,528.324,484.186,480.509,DEGLET
226586,1.773.175,6.629.202,4.369.543,752,5.371.204,9.919,228431,8.083,1.5171,9.056,8.102,29,19,6.565,996,869.641,809.514,90.42,238.971,191.627,217.081,-2.492,2.914,497,2.4317,3.4604,2.5807,-16837611520,-14030576640,-17969643520,434.915,404.844,452.207,DEGLET
209100,1.708.429,6.424.437,4.165.172,7.614,5.159.791,9.918,210832,7.706,1.5424,9.003,8.032,31,2,6.451,9.949,931.083,903.245,839.739,340.988,315.603,259.629,2.538,4.462,2.409,2.1187,2.3127,2.443,-19374133248,-17878642688,-14739041280,465.526,451.629,419.887,DEGLET
113667,1.251.496,4.626.203,3.131.204,7.361,3.804.278,9.936,114397,7.141,1.4775,912,8.223,41,28,6.762,9.991,1.060.841,1.029.813,1.021.894,295.004,252.654,267.632,-5.569,164,122,2.6954,2.5862,2.642,-13137970176,-12061977600,-11979322368,53.042,514.936,510.969,DOKOL
148679,14.773.669,5.650.262,3.375.208,802,4.350.908,9.868,150670,7.216,1.674,856,0.77,38,23,593,9.926,1.267.722,1.165.987,1.112.925,290.442,252.677,269.988,-8.253,-5.379,-2.507,3.4986,3.0595,2.6528,-24711442432,-20416264192,-18694287360,633.922,583.059,556.558,DOKOL
153353,1.501.488,5.859.454,3.352.349,8.202,4.418.768,9.885,155138,8.264,1.7479,8.548,7.541,38,22,5.687,994,1.261.267,1.140.718,1.079.288,324.403,277.592,262.087,-7.002,-1.769,-1.947,3.0101,2.6121,2.898,-25620695040,-20371875840,-18021154816,630.634,570.336,539.624,DOKOL
123912,1.294.531,4.706.189,335.611,701,3.972.023,9.946,124580,7.447,1.4023,9.292,844,38,27,7.123,9.989,1.574.652,1.571.221,1.228.388,354.495,278.306,276.271,-16.032,-13.571,-8.643,5.2858,4.6155,2.9823,-33083486208,-32179709952,-19168829440,78.719,785.565,614.135,DOKOL
149845,1.467.722,5.737.374,3.332.054,8.141,4.367.935,9.918,151080,782,1.7219,8.741,7.613,38,22,5.796,998,1.273.161,1.219.014,1.162.971,357.104,307.762,261.071,-2.539,1.865,545,2.3286,2.1057,2.337,-25953759232,-23181002752,-20554786816,636.564,609.527,58.15,DOKOL
144975,1.426.858,5.359.053,3.451.051,7.651,4.296.369,9.922,146121,7.083,1.5529,8.948,8.017,37,24,6.427,9.981,901.562,859.035,1.068.337,357.263,314.692,296.485,-3.462,-1.857,-4.011,1.9947,2.2828,2.5963,-12801163264,-11223094272,-17017174016,450.746,429.508,534.155,DOKOL
136538,1.383.509,5.031.316,3.478.224,7.226,4.169.479,9.861,138461,7.651,1.4465,8.964,8.287,37,25,6.868,9.934,1.276.793,119.391,1.107.074,31.319,260.718,250.809,-10.953,-495,-2.246,3.7237,2.7819,2.7547,-23258535936,-19772581888,-16814415872,638.393,596.977,553.544,DOKOL
162525,1520.96,5.698.452,363.798,7.697,4.548.992,9.908,164034,7.603,1.5664,8.829,7.983,35,22,6.373,9.982,1.159.823,1.066.484,1.051.739,239.022,200.254,244.108,-7.826,1.732,1.205,3.9956,3.9793,2.9292,-21932597248,-18067736576,-17931122688,579.908,533.273,525.911,DOKOL
129998,1.385.066,5.114.419,3.249.084,7.723,4.068.398,9.839,132123,7.914,1.5741,8.515,7.955,39,25,6.328,9.961,1.479.224,1.470.918,1.306.119,313.109,281.133,278.133,-8.047,-7.814,-1.875,3.1951,3.616,2.5203,-30063687680,-29396901888,-22887102464,739.641,735.476,653.109,DOKOL
151554,1.454.797,5.410.281,3.570.083,7.514,4.392.773,9.941,152457,7.711,1.5154,8.999,8.119,36,24,6.592,999,1.203.432,1.137.172,1.115.773,30.958,283.032,289.196,-5.568,-1.291,-4.224,2.7565,2.0132,2.4708,-22836240384,-20062943232,-19353348096,601.711,568.617,557.905,DOKOL
168314,1.634.188,611.652,3.963.839,7.616,4.629.298,8.996,187089,7.235,1.5431,792,7.569,36,24,5.728,8.839,1.374.287,1.327.355,1.120.415,441.489,387.483,326.756,-6.656,-2.513,-758,2.5051,2.0314,2.0474,-35449040896,-32200501248,-22167502848,687.021,663.655,560.165,DOKOL
168126,1.581.353,6.111.715,3.699.803,7.959,4.626.712,9.631,174568,7.604,1.6519,8.449,757,36,22,5.731,9.467,1.469.061,1.427.693,1.214.654,386.587,338.851,291.743,-6.238,-4.378,-771,2.3763,2.0408,2.207,-39435071488,-36480671744,-25608919040,734.496,713.864,607.363,DOKOL
169280,1.586.569,5.895.577,3.671.072,7.825,4.642.564,984,172030,8.013,1.606,8.451,7.875,35,22,6.201,9.959,927.203,880.182,941.285,331.262,320.901,302.597,-145,2.911,3.809,2.2515,2.5533,2.9864,-15413698560,-13831546880,-15511823360,463.573,440.072,470.639,DOKOL
145165,1.466.083,5.578.549,3.328.617,8.025,4.299.184,9.873,147033,7.875,1.6759,8.487,7.707,38,23,5.939,9.954,1.285.056,1.312.321,1.222.016,35.513,286.195,266.073,-4.317,-886,407,2.576,2.4257,2.6105,-25586776064,-25897383936,-22129747968,642.511,656.186,611.032,DOKOL
148181,1.486.942,5.484.078,3.450.912,7.772,4.343.615,9.836,150658,7.615,1.5892,8.422,792,37,23,6.273,9.969,1.177.226,1.067.267,1.073.839,30.94,256.583,233.937,-2.674,2.234,-148,2.8783,2.6634,3.1703,-21350381568,-16970543104,-16980877312,588.666,533.667,536.962,DOKOL
178137,1.613.375,611.778,3.714.034,7.946,4.762.469,9.873,180422,7.743,1.6472,0.86,7.785,34,21,606,9.982,1.430.229,1.438.989,1.284.096,37.762,305.346,301.872,-1.003,-9.088,-4.555,2.9256,2.954,2.3999,-39396945920,-38781554688,-30570317824,715.079,719.472,642.028,DOKOL
65590,1.039.924,3.723.486,2.798.673,6.596,288.984,8.366,78398,6.711,1.3304,7.622,7.761,57,43,6.023,8.014,141.569,1.367.961,1.354.096,416.167,342.671,382.116,-7.156,-4.607,-3.518,2.4052,2.1771,2.1752,-14466372608,-13054647296,-13023705088,707.745,683.989,677.021,DOKOL
136159,1.393.309,5.186.189,3.353.107,7.629,4.163.689,9.861,138084,7.806,1.5467,8.814,8.028,38,25,6.446,9.969,1.343.338,1.364.624,1.265.629,331.957,259.266,277.518,-11.731,-9.182,-5.872,3.6602,3.072,2.4775,-25964941312,-26091556864,-22433945600,671.659,682.293,63.28,DOKOL
207698,1.792.785,6.771.498,4.169.406,788,5.142.463,9.484,219006,7.689,1.6241,8.121,7.594,33,2,5.767,9.367,1.454.176,1.405.934,1.244.999,405.422,388.919,402.708,-9.072,-6.832,-5.483,2.9171,2.4375,2.1652,-48090140672,-44608540672,-35265921024,727.093,702.954,622.473,DOKOL
138061,13.974.399,5.333.875,3.307.272,7.846,4.192.669,9.927,139081,8.196,1.6128,8.884,786,39,24,6.179,9.965,92.219,893.161,984.758,252.724,23.707,252.079,-1.183,5.878,2.499,2.8761,3.4091,2.8337,-11680705536,-10830333952,-13359763456,461.121,446.619,492.393,DOKOL
172108,1.570.163,586.244,3.768.531,766,4.681.183,9.895,173926,7.891,1.5556,8.772,7.985,34,22,6.376,9.919,128.667,1.326.658,1.161.276,35.287,304.518,302.622,-6.243,-4.752,-3.009,2.7212,2.3369,2.2023,-30370191360,-31635632128,-24030167040,643.255,663.309,580.594,DOKOL
137932,1.404.546,5.246.572,3.357.947,7.684,419.071,987,139753,7.834,1.5624,8.786,7.988,38,24,638,9.968,1.083.867,1.083.924,1.045.471,273.157,220.612,262.298,-6.428,-2.864,-2.365,2.6462,3.0183,2.6045,-16443756544,-16013483008,-15180389376,54.192,541.965,522.736,DOKOL
207029,1.765.353,7.048.253,3.753.293,8.464,5.134.175,9.929,208510,8.048,1.8779,8.348,7.284,34,18,5.306,9.964,1.132.164,106.724,1.177.281,249.791,18.315,210.425,-8.902,5.687,-853,4.1634,4.7953,3.1464,-26686932992,-22885431296,-28511535104,566.093,533.635,588.649,DOKOL
151596,1.499.804,5.765.701,3.359.818,8.127,4.393.382,989,153288,7.504,1.7161,8.469,762,38,22,5.806,9.964,921.805,813.582,865.462,199.001,159.618,206.301,-7.349,1.4089,4.577,4.1889,12.0608,5.1296,-12369060864,-9288654848,-10901436416,460.882,406.796,432.733,DOKOL
127056,1.364.663,5.005.718,325.939,759,4.022.098,9.852,128962,8.154,1.5358,8.573,8.035,39,26,6.456,9.915,127.374,1.235.819,1.152.354,338.982,320.639,32.417,-7.237,-7.096,-2.739,2.5946,2.8401,2.4182,-21812361216,-20323153920,-17674768384,636.851,617.918,576.178,DOKOL
138262,1.403.356,542.065,3.261.642,7.987,419.572,9.935,139162,7.554,1.6619,8.822,774,39,24,5.991,9.957,1.407.846,1.409.268,1.194.874,312.249,258.886,259.502,-11.736,-751,-4.546,3.9672,2.9005,2.4017,-28823592960,-28359831552,-20046186496,703.907,704.653,597.454,DOKOL
138766,1392.42,5.209.381,3.404.706,7.569,420.336,9.918,139911,7.941,1.5301,8.994,8.069,38,25,6.511,9.962,1.382.284,1.406.042,1.206.224,311.543,244.073,267.193,-6.206,-74,-2.799,3.2517,2.1487,2.358,-27851569152,-28201566208,-20593477632,691.097,703.039,603.105,DOKOL
153752,1.497.799,5.604.558,3.533.676,7.762,4.424.513,9.892,155433,7.751,1.586,8.612,7.894,36,23,6.232,9.885,1.233.951,1.222.981,1.103.003,328.187,293.027,287.117,-2.915,755,-208,2.6873,2.3885,2.3633,-24623306752,-23769907200,-19163858944,616.948,611.454,551.508,DOKOL
158096,1.524.178,5.728.527,3.532.698,7.872,4.486.581,9.898,159732,7.927,1.6216,8.552,7.832,36,22,6.134,9.947,131.011,1.269.325,123.286,315.014,278.971,294.054,-7.751,-3.663,-276,3.2905,2.662,2.5694,-28433750016,-26227253248,-24855111680,655.095,634.692,616.467,DOKOL
143261,1.423.744,5.293.361,3.480.392,7.535,4.270.897,9.917,144456,7.867,1.5209,8.881,8.068,37,24,651,9.901,1.234.206,1.215.066,1.132.295,274.058,21.376,24.428,-8.441,-1.595,-611,3.7231,2.957,2.5269,-22358900736,-21127413760,-18436028416,617.091,607.543,566.157,DOKOL
146827,1.447.351,5.581.056,335.986,7.985,4.323.725,9.919,148026,7.909,1.6611,8.808,7.747,38,23,6.002,997,1.383.335,1.421.838,1.278.503,346.434,266.523,281.135,-9.658,-7.588,-5.966,3.2163,2.7036,2.6183,-29931704320,-30763431936,-24745015296,691.715,710.927,639.276,DOKOL
158924,1.497.396,5.492.912,3.709.325,7.375,4.498.315,9.886,160755,8.115,1.4808,8.907,8.189,35,23,6.706,9.931,957.466,863.088,941.414,323.151,292.402,298.508,356,5.209,255,2.4563,3.0237,2.8602,-15297030144,-12183407616,-14515734528,478.745,431.585,470.748,DOKOL
102215,1.196.941,4.285.742,3.042.583,7.043,360.755,9.858,103689,7.654,1.4086,8.966,8.418,42,3,7.086,9.981,1.340.974,1.333.062,1.282.752,331.023,266.144,339.535,-6.693,-2.162,862,2.9913,2.3779,2.0656,-19424120832,-18696521728,-17824847872,670.369,666.489,641.329,DOKOL
187667,16.506.479,6.120.896,3.935.074,766,4.888.201,9.859,190342,802,1.5555,8.655,7.986,33,21,6.378,992,1.308.046,124.76,1.156.849,356.407,313.167,266.174,-5.832,-45,-53,2.5308,1.8065,2.2029,-34302599168,-30521284608,-25522841600,654.045,623.802,578.438,DOKOL
143352,14.275.811,5.156.693,3.546.234,726,4.272.253,9.865,145320,7.724,1.4541,8.839,8.285,36,25,6.864,9.981,1.321.553,1.328.907,1.224.844,346.297,263.806,262.227,-5.431,547,1.644,2.9605,2.5738,2.4806,-26626850816,-26030348288,-21924487168,660.842,664.524,612.513,DOKOL
242106,1.897.218,7.333.027,4.240.022,8.159,5.552.107,9.891,244779,7.937,1.7295,8.452,7.571,3,18,5.733,9.914,1.017.057,884.157,910.843,334.057,263.415,285.225,-6.433,-1.795,-2.889,2.634,2.8078,2.5781,-26404036608,-18962182144,-20471883776,508.506,44.208,455.415,DOKOL
138769,1.404.488,5.163.408,3.440.673,7.456,4.203.405,9.906,140090,7.613,1.5007,884,8.141,37,25,6.627,9.945,1.272.342,1.288.756,1.082.445,319.082,236.834,242.242,-1.127,-1.184,-462,3.5441,5.0311,2.8754,-23532441600,-23373099008,-16232477696,636.097,644.325,541.157,DOKOL
140276,13.964.659,5.157.888,3.469.041,0.74,4.226.168,9.889,141850,7.916,1.4868,9.039,8.194,37,25,6.714,9.982,676.805,676.815,80.916,207.385,207.076,237.326,1.936,7.228,2.103,3.1327,5.3155,3.3467,-6105571840,-6109187072,-9001221120,338.296,33.833,404.505,DOKOL
84406,1.084.765,3.945.068,2.731.771,7.215,3.278.247,9.899,85271,7.607,1.4441,9.014,831,47,32,6.905,9.972,1.176.417,1.174.836,109.968,282.245,244.929,286.701,-7.859,-2.979,-2.522,3.2901,2.6577,2.3298,-11970220032,-11736947712,-10450410496,588.164,587.378,549.815,DOKOL
123321,13.326.071,5.061.284,3.113.531,7.884,3.962.539,9.925,124256,7.242,1.6256,8.727,7.829,41,25,613,9.964,1.301.135,1.324.925,1.055.937,293.013,220.335,245.488,-14.281,-12.616,-9.384,4.451,4.1482,3.1862,-21648541696,-21911853056,-13716354048,650.504,662.426,527.944,DOKOL
158028,1.524.984,5.838.958,3.459.882,8.055,4.485.616,9.873,160056,7.571,1.6876,8.539,7.682,37,22,5.902,996,825.868,831.525,718.996,262.801,228.516,233.565,21,3.595,8.054,2.2752,2.9607,3.7498,-10801320960,-10640450560,-7991440384,412.964,415.789,359.537,DOKOL
152858,14.880.179,5.689.197,3.429.484,7.979,4.411.631,9.905,154319,7.428,1.6589,8.675,7.754,37,22,6.013,9.975,1.327.679,1.331.531,1.092.124,273.917,213.134,242.073,-13.334,-7.725,-1.043,4.9389,3.9493,2.513,-27783301120,-27393744896,-18219714560,663.831,665.772,546.087,DOKOL
80044,1.059.046,3.781.419,2.706.614,6.983,3.192.416,9.883,80990,7.521,1.3971,8.968,8.442,47,34,7.127,9.958,1.087.848,1.061.162,1.009.971,311.041,261.951,293.865,-3.851,-2.607,-1.599,2.2247,2.4509,2.2165,-9834114048,-9082079232,-8377428480,543.915,530.591,50.5,DOKOL
143446,1.435.196,5.464.086,3.353.802,7.895,4.273.653,9.896,144948,7.641,1.6292,8.751,7.821,38,23,6.117,9.967,1.109.879,1.059.641,978.208,272.662,242.229,242.473,-5.142,-2.695,-3.096,2.7046,2.5783,2.7048,-17955272704,-16053414912,-13601080320,554.929,529.835,489.122,DOKOL
143356,1.426.459,5.508.297,3.316.248,7.985,4.272.312,9.938,144249,7.981,1.661,8.853,7.756,38,23,6.016,9.992,116.643,1.191.973,1.064.353,392.311,373.937,310.386,-4.753,-5.714,-5.239,2.0547,2.1953,2.1746,-21292279808,-21961005056,-16844609536,583.145,595.924,532.102,DOKOL
134664,1.385.511,5.145.657,3.345.349,7.598,4.140.767,9.883,136252,7.508,1.5382,8.815,8.047,38,25,6.476,996,1.139.397,1.165.125,990.061,324.323,273.087,274.219,-8.056,-712,-2.154,2.796,3.2864,2.5952,-18296057856,-18637944832,-13358255104,569.622,582.536,495.023,DOKOL
153700,1.453.689,5.245.832,3.739.211,7.014,4.423.764,991,155102,7.193,1.4029,914,8.433,34,24,7.111,9.977,935.604,857.477,899.195,300.004,279.261,301.835,-107,3.057,1.187,2.326,2.5033,2.2966,-13876976640,-11490749440,-12859614208,467.758,42.872,449.593,DOKOL
165987,1.559.245,5.963.097,3.555.895,8.027,4.597.186,9.904,167596,6.741,1.677,8.579,7.709,36,21,5.943,9.967,86.866,757.861,81.557,232.889,175.292,202.279,-3.133,7.759,4.882,2.7638,6.2666,4.2262,-12248570880,-8850424832,-10523205632,434.317,37.892,407.792,DOKOL
142413,1.438.217,5.276.629,3.468.893,7.535,4.258.238,9.794,145415,7.121,1.5211,8.652,807,37,24,6.512,9.906,993.857,936.736,896.992,292.598,254.742,264.597,-5.024,-1.638,-987,2.4505,2.3521,2.4319,-14408605696,-12457070592,-11494690816,496.982,468.458,448.598,DOKOL
105070,1.210.703,4.581.432,2.930.307,7.687,3.657.585,9.931,105801,7.731,1.5635,9.008,7.983,44,28,6.374,9.965,1.147.241,1.044.016,997.833,381.157,321.393,317.317,-5.697,-2.742,1.558,2.4049,2.6186,2.3792,-14994750464,-11969929216,-10921406464,573.666,522.059,498.991,DOKOL
149806,14.354.399,5.269.439,3.621.404,7.264,4.367.367,994,150711,7.497,1.4551,9.136,8.288,35,24,6.869,9.995,864.547,841.901,865.173,274.213,229.275,236.478,-516,3.263,3.548,2.7327,3.492,3.157,-11310804992,-10350289920,-11004194816,432.231,420.917,432.564,DOKOL
116078,1.265.715,452.304,3.270.038,6.909,3.844.413,9.907,117168,7.919,1.3832,9.105,0.85,39,28,7.224,9.993,1.026.787,917.938,971.706,316.562,262.398,309.115,-3.334,1.243,-0.05,2.472,2.9314,2.3204,-12749470720,-9801904128,-11373991936,513.459,459.033,485.902,DOKOL
131409,13.705.649,5.005.441,3.348.896,7.432,4.090.417,9.845,133481,773,1.4947,8.791,8.172,38,25,6.678,9.981,1.070.578,102.51,1.012.176,29.741,259.342,259.849,-3.849,-2.744,-2.033,2.5417,2.7433,2.5527,-15499586560,-13863550976,-13512093696,535.234,512.516,506.075,DOKOL
136187,1.410.527,5.362.725,3.237.206,7.972,4.164.117,9.909,137436,7.169,1.6566,8.602,7.765,39,24,6.029,9.988,1.339.527,1.364.339,1.176.208,361.539,292.834,266.625,-11.898,-15.608,-8.164,3.9605,5.9608,3.9635,-26162874368,-26388185088,-19162105856,669.823,682.199,588.154,DOKOL
163097,15.271.021,5.690.895,3.661.877,7.655,455.699,9.885,164998,7.754,1.5541,8.789,8.008,35,22,6.412,9.965,1.179.215,1.165.512,1.101.317,391.296,377.421,298.772,709,1.504,187,1.9378,1.8446,2.2112,-24762406912,-23992227840,-20408354816,589.653,582.801,550.705,DOKOL
219822,18.198.311,7.190.757,3.920.395,8.383,5.290.426,9.887,222332,6.801,1.8342,8.341,7.357,33,18,5.413,9.928,1.169.087,1.049.077,1.058.488,302.778,242.176,21.834,-2.516,2.781,4.566,2.4601,2.4437,3.0428,-31118913536,-24103757824,-24259950592,584.552,524.561,529.273,DOKOL
